genome	order_color	color	Phylum	Class	Order	Family_old	Family	Genus	Family_AKA	other
Mimivirus.LCMiAC01	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g232	Mimiviridae	Mimivirus.LCMiAC01
Mimivirus.LCMiAC02	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g232	Mimiviridae	Mimivirus.LCMiAC02
GCA.002966215.1.ASM296621v1	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g233	Mimiviridae	Indivirus ILV1 
GCA.002966275.1.ASM296627v1	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g233	Mimiviridae	Klosneuvirus KNV1 
SRX696246.4.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g233	Mimiviridae	SRX696246.4.dc
GCA.003814045.1.ASM381404v1	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g234	Mimiviridae	Dasosvirus sp. 
GVMAG-M-3300023179-103	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g234	Mimiviridae	GVMAG-M-3300023179-103
GVMAG-S-1015567-333	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g234	Mimiviridae	GVMAG-S-1015567-333
GVMAG-S-3300013131-119	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g234	Mimiviridae	GVMAG-S-3300013131-119
GVMAG-M-3300023179-27	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g235	Mimiviridae	GVMAG-M-3300023179-27
GVMAG-S-1101174-64	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g236	Mimiviridae	GVMAG-S-1101174-64
SRX327520.277.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g236	Mimiviridae	SRX327520.277.dc
GCA.002966405.1.ASM296640v1	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g237	Mimiviridae	Bodo saltans virus strain=NG1
GCA.003814065.1.ASM381406v1	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g238	Mimiviridae	Edafosvirus sp. 
GCA.003814125.1.ASM381412v1	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g239	Mimiviridae	Harvfovirus sp. 
GCA.003814165.1.ASM381416v1	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g239	Mimiviridae	Hyperionvirus sp. 
GCA.003814265.1.ASM381426v1	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g239	Mimiviridae	Terrestrivirus sp. 
GVMAG-M-3300009436-15	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g240	Mimiviridae	GVMAG-M-3300009436-15
GCA.002966235.1.ASM296623v1	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g241	Mimiviridae	Catovirus CTV1 
GVMAG-M-3300009169-13	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g242	Mimiviridae	GVMAG-M-3300009169-13
SRX327520.331.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g242	Mimiviridae	SRX327520.331.dc
GVMAG-M-3300010334-28	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g243	Mimiviridae	GVMAG-M-3300010334-28
GVMAG-M-3300020187-22	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g244	Mimiviridae	GVMAG-M-3300020187-22
SRX327520.21.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g245	Mimiviridae	SRX327520.21.dc
GCA.000893915.1.ViralProj74349	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g246	Mimiviridae	Megavirus chiliensis 
GCA.000904035.1.ViralProj186430	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g246	Mimiviridae	Acanthamoeba polyphaga moumouvirus strain=M10A
GCA.002924545.1.ASM292454v1	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g246	Mimiviridae	Powai lake megavirus 
GCA.002966375.1.ASM296637v1	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g246	Mimiviridae	Acanthamoeba polyphaga mimivirus strain=Kroon
GCA.002966385.1.ASM296638v1	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g246	Mimiviridae	Acanthamoeba polyphaga mimivirus strain=Oyster
GCA.002966435.1.ASM296643v1	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g246	Mimiviridae	Moumouvirus goulette 
GCA.002966485.1.ASM296648v1	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g246	Mimiviridae	Tupanvirus soda lake soda lake
GCA.003814185.1.ASM381418v1	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g246	Mimiviridae	Satyrvirus sp. 
GCA.004151645.1.ASM415164v1	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g246	Mimiviridae	Mimivirus sp. SH 
GCA.004156295.1.ASM415629v1	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g246	Mimiviridae	Moumouvirus australiensis 10A
GVMAG-M-3300020192-26	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g246	Mimiviridae	GVMAG-M-3300020192-26
GVMAG-S-1014582-52	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g246	Mimiviridae	GVMAG-S-1014582-52
GVMAG-S-3300009084-161	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g246	Mimiviridae	GVMAG-S-3300009084-161
ERX682739.20.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_18	IM_18	g200		ERX682739.20.dc
GVMAG-M-3300027798-19	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_18	IM_18	g200		GVMAG-M-3300027798-19
GVMAG-S-1035082-103	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_18	IM_18	g200		GVMAG-S-1035082-103
GVMAG-S-1091796-13	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_18	IM_18	g200		GVMAG-S-1091796-13
GVMAG-S-3300013132-149	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_18	IM_18	g200		GVMAG-S-3300013132-149
GVMAG-M-3300013132-70	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_18	IM_18	g200		GVMAG-M-3300013132-70
GVMAG-M-3300017788-3	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_18	IM_18	g200		GVMAG-M-3300017788-3
GVMAG-M-3300017788-49	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_18	IM_18	g200		GVMAG-M-3300017788-49
GVMAG-M-3300021108-1	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_18	IM_18	g200		GVMAG-M-3300021108-1
GVMAG-M-3300023174-68	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_18	IM_18	g200		GVMAG-M-3300023174-68
GVMAG-S-3300013132-246	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_18	IM_18	g200		GVMAG-S-3300013132-246
SRX330942.33.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_18	IM_18	g200		SRX330942.33.dc
GVMAG-S-1045060-49	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_18	IM_18	g202		GVMAG-S-1045060-49
ERX633347.22.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_incertae_sedis	IM_incertae_sedis	g206		ERX633347.22.dc
ERX633345.33.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_incertae_sedis	IM_incertae_sedis	g207		ERX633345.33.dc
GVMAG-S-1059906-5	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_incertae_sedis	IM_incertae_sedis	g208		GVMAG-S-1059906-5
ERX552270.68.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_incertae_sedis	IM_incertae_sedis	g247		ERX552270.68.dc
GVMAG-M-3300014838-26	#8e8e8e	8E8E8E	Nucleocytoviricota	Pokkesviricetes	incertae_sedis	incertae_sedis	incertae_sedis	g39		GVMAG-M-3300014838-26
GVMAG-M-3300025310-20	#8e8e8e	8E8E8E	Nucleocytoviricota	Pokkesviricetes	incertae_sedis	incertae_sedis	incertae_sedis	g40		GVMAG-M-3300025310-20
GVMAG-S-3300009084-278	#8e8e8e	8E8E8E	Nucleocytoviricota	Pokkesviricetes	incertae_sedis	incertae_sedis	incertae_sedis	g41		GVMAG-S-3300009084-278
GVMAG-M-3300025880-56	#3d85c6	FF2200	Nucleocytoviricota	Megaviricetes	incertae_sedis	MAPI_incertae_sedis	incertae_sedis	g42		GVMAG-M-3300025880-56
GVMAG-S-1041349-163	#3d85c6	FF2200	Nucleocytoviricota	Megaviricetes	incertae_sedis	MAPI_incertae_sedis	incertae_sedis	g43		GVMAG-S-1041349-163
GVMAG-M-3300017989-29	#8fce00	1FFF17	Nucleocytoviricota	Megaviricetes	Pandoravirales	EP_incertae_sedis	PV_02	g153		GVMAG-M-3300017989-29
GVMAG-M-3300018080-19	#8fce00	1FFF17	Nucleocytoviricota	Megaviricetes	Pandoravirales	EP_incertae_sedis	PV_02	g154		GVMAG-M-3300018080-19
GVMAG-M-3300017971-10	#8fce00	1FFF17	Nucleocytoviricota	Megaviricetes	Pandoravirales	EP_incertae_sedis	PV_02	g155		GVMAG-M-3300017971-10
ERX552288.49.dc	#8fce00	1FFF17	Nucleocytoviricota	Megaviricetes	Pandoravirales	EP_03	PV_03	g157		ERX552288.49.dc
GVMAG-S-1074258-81	#8fce00	1FFF17	Nucleocytoviricota	Megaviricetes	Pandoravirales	EP_03	PV_03	g158		GVMAG-S-1074258-81
ERX552302.38.dc	#8fce00	1FFF17	Nucleocytoviricota	Megaviricetes	Pandoravirales	EP_03	PV_03	g159		ERX552302.38.dc
SRX802202.129.dc	#8fce00	1FFF17	Nucleocytoviricota	Megaviricetes	Pandoravirales	EP_03	PV_03	g160		SRX802202.129.dc
GVMAG-S-3300010160-180	#8fce00	1FFF17	Nucleocytoviricota	Megaviricetes	Pandoravirales	EP_03	PV_incertae_sedis	g161		GVMAG-S-3300010160-180
SRX802073.108.dc	#8fce00	1FFF17	Nucleocytoviricota	Megaviricetes	Pandoravirales	EP_03	PV_03	g162		SRX802073.108.dc
GVMAG-S-ERX556028-76	#8fce00	1FFF17	Nucleocytoviricota	Megaviricetes	Pandoravirales	EP_03	PV_03	g163		GVMAG-S-ERX556028-76
GCA.000911655.1.ViralProj213019	#8fce00	1FFF17	Nucleocytoviricota	Megaviricetes	Pandoravirales	EP_04	PV_04	g141	Pandoraviridae	Pandoravirus dulcis Melbourne
GCA.000911955.1.ViralProj215788	#8fce00	1FFF17	Nucleocytoviricota	Megaviricetes	Pandoravirales	EP_04	PV_04	g141	Pandoraviridae	Pandoravirus salinus 
GCA.000928575.1.ViralProj274798	#8fce00	1FFF17	Nucleocytoviricota	Megaviricetes	Pandoravirales	EP_04	PV_04	g141	Pandoraviridae	Pandoravirus inopinatum KlaHel
GCA.003233895.1.ASM323389v1	#8fce00	1FFF17	Nucleocytoviricota	Megaviricetes	Pandoravirales	EP_04	PV_04	g141	Pandoraviridae	Pandoravirus quercus quercus
GCA.003233915.1.ASM323391v1	#8fce00	1FFF17	Nucleocytoviricota	Megaviricetes	Pandoravirales	EP_04	PV_04	g141	Pandoraviridae	Pandoravirus neocaledonia neocaledonia
GCA.003233935.1.ASM323393v1	#8fce00	1FFF17	Nucleocytoviricota	Megaviricetes	Pandoravirales	EP_04	PV_04	g141	Pandoraviridae	Pandoravirus macleodensis macleodensis
GCA.001292995.1.ViralProj295679	#8fce00	1FFF17	Nucleocytoviricota	Megaviricetes	Pandoravirales	EP_04	PV_04	g142	Pandoraviridae	Mollivirus sibericum P1084-T
ERX552277.13.dc	#8fce00	1FFF17	Nucleocytoviricota	Megaviricetes	Pandoravirales	EP_05	PV_05	g147	Coccolithoviridae	ERX552277.13.dc
GVMAG-M-3300009496-9	#8fce00	1FFF17	Nucleocytoviricota	Megaviricetes	Pandoravirales	EP_05	PV_05	g148	Coccolithoviridae	GVMAG-M-3300009496-9
GVMAG-S-3300010316-21	#8fce00	1FFF17	Nucleocytoviricota	Megaviricetes	Pandoravirales	EP_05	PV_05	g149	Coccolithoviridae	GVMAG-S-3300010316-21
ERX552244.11.dc	#8fce00	1FFF17	Nucleocytoviricota	Megaviricetes	Pandoravirales	EP_05	PV_05	g150	Coccolithoviridae	ERX552244.11.dc
GCA.010974655.1.ASM1097465v1	#8fce00	1FFF17	Nucleocytoviricota	Megaviricetes	Pandoravirales	EP_05	PV_05	g151	Coccolithoviridae	Emiliania huxleyi virus 202 strain=202
GCA.010974675.1.ASM1097467v1	#8fce00	1FFF17	Nucleocytoviricota	Megaviricetes	Pandoravirales	EP_05	PV_05	g151	Coccolithoviridae	Emiliania huxleyi virus 207 strain=207
GVMAG-S-ERX555915-91	#8fce00	1FFF17	Nucleocytoviricota	Megaviricetes	Pandoravirales	EP_05	PV_05	g151	Coccolithoviridae	GVMAG-S-ERX555915-91
medusavirus	#8fce00	1FFF17	Nucleocytoviricota	Megaviricetes	Pandoravirales	EP_06	PV_incertae_sedis	g138		medusavirus
ERX250271.266.dc	#8fce00	1FFF17	Nucleocytoviricota	Megaviricetes	Pandoravirales	EP_06	PV_incertae_sedis	g139		ERX250271.266.dc
GVMAG-M-3300024510-1	#8fce00	1FFF17	Nucleocytoviricota	Megaviricetes	Pandoravirales	EP_06	PV_incertae_sedis	g140		GVMAG-M-3300024510-1
GCA.000874805.1.ViralProj31093	#8fce00	1FFF17	Nucleocytoviricota	Megaviricetes	Pandoravirales	EP_incertae_sedis	PV_incertae_sedis	g134		Feldmannia species virus FsV-158
GCA.000839765.1.ViralProj14114	#8fce00	1FFF17	Nucleocytoviricota	Megaviricetes	Pandoravirales	EP_incertae_sedis	PV_incertae_sedis	g135		Ectocarpus siliculosus virus 1 strain=EsV-1
GVMAG-M-3300017989-17	#8fce00	1FFF17	Nucleocytoviricota	Megaviricetes	Pandoravirales	EP_incertae_sedis	PV_incertae_sedis	g136		GVMAG-M-3300017989-17
ERX555967.47.dc	#8fce00	1FFF17	Nucleocytoviricota	Megaviricetes	Pandoravirales	EP_incertae_sedis	PV_incertae_sedis	g137		ERX555967.47.dc
GVMAG-M-3300018080-53	#8fce00	1FFF17	Nucleocytoviricota	Megaviricetes	Pandoravirales	EP_incertae_sedis	PV_incertae_sedis	g143		GVMAG-M-3300018080-53
ERX682739.15.dc	#8fce00	1FFF17	Nucleocytoviricota	Megaviricetes	Pandoravirales	EP_incertae_sedis	PV_incertae_sedis	g144		ERX682739.15.dc
GVMAG-S-3300013131-216	#8fce00	1FFF17	Nucleocytoviricota	Megaviricetes	Pandoravirales	EP_incertae_sedis	PV_incertae_sedis	g145		GVMAG-S-3300013131-216
GVMAG-S-1091232-186	#8fce00	1FFF17	Nucleocytoviricota	Megaviricetes	Pandoravirales	EP_incertae_sedis	PV_incertae_sedis	g146		GVMAG-S-1091232-186
GVMAG-S-1103017-68	#8fce00	1FFF17	Nucleocytoviricota	Megaviricetes	Pandoravirales	EP_incertae_sedis	PV_05	g152		GVMAG-S-1103017-68
ERX552299.29.dc	#8fce00	1FFF17	Nucleocytoviricota	Megaviricetes	Pandoravirales	EP_incertae_sedis	PV_incertae_sedis	g156		ERX552299.29.dc
GVMAG-S-1016713-165	#8fce00	1FFF17	Nucleocytoviricota	Megaviricetes	Pandoravirales	EP_incertae_sedis	PV_incertae_sedis	g164		GVMAG-S-1016713-165
GVMAG-M-3300009488-16	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g100		GVMAG-M-3300009488-16
GVMAG-M-3300002367-2	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g101		GVMAG-M-3300002367-2
GVMAG-S-1085360-44	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g102		GVMAG-S-1085360-44
GVMAG-M-3300021964-16	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g103		GVMAG-M-3300021964-16
GVMAG-S-3300001748-13	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g103		GVMAG-S-3300001748-13
GVMAG-S-1016704-142	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g104		GVMAG-S-1016704-142
ERX552261.56.dc	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g105		ERX552261.56.dc
GVMAG-M-3300021473-4	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g105		GVMAG-M-3300021473-4
GVMAG-M-3300023179-62	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g105		GVMAG-M-3300023179-62
GVMAG-M-3300024319-1	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g105		GVMAG-M-3300024319-1
GVMAG-M-3300025676-16	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g105		GVMAG-M-3300025676-16
GVMAG-S-1016710-161	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g105		GVMAG-S-1016710-161
GVMAG-S-3300010160-96	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g105		GVMAG-S-3300010160-96
SRX802143.125.dc	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g105		SRX802143.125.dc
GVMAG-M-3300013010-19	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g106		GVMAG-M-3300013010-19
GVMAG-M-3300017783-9	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g106		GVMAG-M-3300017783-9
ERX552261.5.dc	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g107		ERX552261.5.dc
GVMAG-M-3300012953-22	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g107		GVMAG-M-3300012953-22
GVMAG-S-1016713-169	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g107		GVMAG-S-1016713-169
GVMAG-S-ERX556045-99	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g107		GVMAG-S-ERX556045-99
SRX802189.61.dc	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g108		SRX802189.61.dc
GVMAG-M-3300022752-15	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g109		GVMAG-M-3300022752-15
GVMAG-M-3300023179-32	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g109		GVMAG-M-3300023179-32
GVMAG-M-3300023179-45	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g109		GVMAG-M-3300023179-45
GVMAG-M-3300023184-29	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g109		GVMAG-M-3300023184-29
GVMAG-M-3300023179-83	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g110		GVMAG-M-3300023179-83
GVMAG-M-3300023179-108	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g111		GVMAG-M-3300023179-108
GVMAG-M-3300023184-134	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g112		GVMAG-M-3300023184-134
GVMAG-S-3300010368-70	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g113		GVMAG-S-3300010368-70
ERX552270.122.dc	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g114		ERX552270.122.dc
GVMAG-S-1064195-113	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g114		GVMAG-S-1064195-113
GVMAG-S-1041355-65	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g115		GVMAG-S-1041355-65
GVMAG-M-3300023174-102	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g116		GVMAG-M-3300023174-102
GVMAG-M-3300021364-5	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g117		GVMAG-M-3300021364-5
GVMAG-S-3300002186-40	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g117		GVMAG-S-3300002186-40
GVMAG-S-1101182-111	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g118		GVMAG-S-1101182-111
GVMAG-S-3300013014-136	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g118		GVMAG-S-3300013014-136
GVMAG-M-3300021516-3	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g119		GVMAG-M-3300021516-3
GVMAG-M-3300023179-119	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g120		GVMAG-M-3300023179-119
GVMAG-S-3300012000-65	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g83		GVMAG-S-3300012000-65
GVMAG-M-3300023174-104	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g84		GVMAG-M-3300023174-104
GVMAG-M-3300022752-50	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g85		GVMAG-M-3300022752-50
GVMAG-M-3300023184-66	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g85		GVMAG-M-3300023184-66
GVMAG-S-1101174-77	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g85		GVMAG-S-1101174-77
GVMAG-M-3300009155-27	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g86		GVMAG-M-3300009155-27
GVMAG-M-3300023184-71	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g86		GVMAG-M-3300023184-71
GVMAG-M-3300013014-33	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g87		GVMAG-M-3300013014-33
GVMAG-M-3300022752-26	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g87		GVMAG-M-3300022752-26
GVMAG-M-3300023184-117	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g87		GVMAG-M-3300023184-117
GVMAG-S-1101169-75	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g87		GVMAG-S-1101169-75
GVMAG-M-3300009182-61	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g88		GVMAG-M-3300009182-61
GVMAG-S-3300010158-109	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g89		GVMAG-S-3300010158-109
GVMAG-S-3300011013-114	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g90		GVMAG-S-3300011013-114
GVMAG-M-3300023210-3	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g91		GVMAG-M-3300023210-3
ERX552270.117.dc	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g92		ERX552270.117.dc
SRX802077.164.dc	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g93		SRX802077.164.dc
GVMAG-S-1096109-37	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g94		GVMAG-S-1096109-37
GVMAG-M-3300017991-11	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g95		GVMAG-M-3300017991-11
GVMAG-S-1038524-41	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g95		GVMAG-S-1038524-41
GVMAG-M-3300024502-1	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g96		GVMAG-M-3300024502-1
GVMAG-S-1101172-105	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g96		GVMAG-S-1101172-105
GVMAG-M-3300020201-24	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g97		GVMAG-M-3300020201-24
GVMAG-M-3300005589-24	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g98		GVMAG-M-3300005589-24
GVMAG-M-3300023174-172	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_01	PM_01	g99		GVMAG-M-3300023174-172
GCA.000867605.1.ViralProj17721	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_02	PM_02	g127	Iridoviridae	Spodoptera frugiperda ascovirus 1a 
GCA.000871485.1.ViralProj19151	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_02	PM_02	g127	Iridoviridae	Heliothis virescens ascovirus 3e 
GCA.002818865.1.ASM281886v1	#3d85c6	043DF9	Nucleocytoviricota	Megaviricetes	Pimascovirales	IR_02	PM_02	g127	Iridoviridae	Heliothis virescens ascovirus 3f LD135790
