genome	order_color	color	Phylum	Class	Order	Family_old	Family	Genus	Family_AKA	other
ERX555933.22.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		ERX555933.22.dc
ERX555965.5.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		ERX555965.5.dc
ERX556054.25.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		ERX556054.25.dc
GVMAG-M-3300009149-34	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		GVMAG-M-3300009149-34
GVMAG-M-3300009425-37	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		GVMAG-M-3300009425-37
GVMAG-M-3300012936-34	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		GVMAG-M-3300012936-34
GVMAG-M-3300012936-41	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		GVMAG-M-3300012936-41
GVMAG-M-3300017772-13	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		GVMAG-M-3300017772-13
GVMAG-M-3300017786-5	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		GVMAG-M-3300017786-5
GVMAG-M-3300017986-28	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		GVMAG-M-3300017986-28
GVMAG-M-3300020169-51	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		GVMAG-M-3300020169-51
GVMAG-M-3300020185-18	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		GVMAG-M-3300020185-18
GVMAG-M-3300020185-23	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		GVMAG-M-3300020185-23
GVMAG-M-3300020185-33	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		GVMAG-M-3300020185-33
GVMAG-M-3300020185-35	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		GVMAG-M-3300020185-35
GVMAG-M-3300020185-65	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		GVMAG-M-3300020185-65
GVMAG-M-3300020187-69	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		GVMAG-M-3300020187-69
GVMAG-M-3300021425-14	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		GVMAG-M-3300021425-14
GVMAG-M-3300021959-33	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		GVMAG-M-3300021959-33
GVMAG-M-3300023210-35	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		GVMAG-M-3300023210-35
GVMAG-M-3300024230-8	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		GVMAG-M-3300024230-8
GVMAG-M-3300024252-27	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		GVMAG-M-3300024252-27
GVMAG-M-3300024261-37	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		GVMAG-M-3300024261-37
GVMAG-M-3300024329-21	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		GVMAG-M-3300024329-21
GVMAG-M-3300025654-17	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		GVMAG-M-3300025654-17
GVMAG-M-3300025727-44	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		GVMAG-M-3300025727-44
GVMAG-M-3300027779-64	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		GVMAG-M-3300027779-64
GVMAG-M-3300027833-29	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		GVMAG-M-3300027833-29
GVMAG-S-1039698-54	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		GVMAG-S-1039698-54
GVMAG-S-1102244-55	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		GVMAG-S-1102244-55
GVMAG-S-3300004097-149	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		GVMAG-S-3300004097-149
GVMAG-S-ERX555997-40	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		GVMAG-S-ERX555997-40
GVMAG-S-ERX555997-44	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		GVMAG-S-ERX555997-44
GVMAG-S-ERX555997-49	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		GVMAG-S-ERX555997-49
SRX802073.53.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		SRX802073.53.dc
SRX802075.4.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		SRX802075.4.dc
SRX802077.94.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		SRX802077.94.dc
GVMAG-M-3300010158-55	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g330		GVMAG-M-3300010158-55
GVMAG-M-3300023184-163	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g330		GVMAG-M-3300023184-163
GVMAG-M-3300023184-17	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g330		GVMAG-M-3300023184-17
GVMAG-M-3300027707-28	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g330		GVMAG-M-3300027707-28
GVMAG-S-1035088-145	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g330		GVMAG-S-1035088-145
GVMAG-S-1035118-87	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g330		GVMAG-S-1035118-87
GVMAG-S-1101162-118	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g330		GVMAG-S-1101162-118
GVMAG-S-3300005662-140	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g330		GVMAG-S-3300005662-140
GVMAG-S-3300013093-130	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g330		GVMAG-S-3300013093-130
ERX556003.31.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g331		ERX556003.31.dc
ERX556088.18.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g331		ERX556088.18.dc
GVMAG-S-ERX556045-73	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g331		GVMAG-S-ERX556045-73
ERX552270.24.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g332		ERX552270.24.dc
ERX555913.6.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g332		ERX555913.6.dc
GVMAG-M-3300009498-22	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g332		GVMAG-M-3300009498-22
GVMAG-S-ERX556045-52	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g333		GVMAG-S-ERX556045-52
GVMAG-S-ERX556068-66	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g333		GVMAG-S-ERX556068-66
ERX552274.9.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g334		ERX552274.9.dc
ERX552296.34.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g334		ERX552296.34.dc
ERX552302.25.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g334		ERX552302.25.dc
ERX552302.47.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g334		ERX552302.47.dc
ERX555926.39.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g334		ERX555926.39.dc
ERX555967.90.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g334		ERX555967.90.dc
GVMAG-M-3300009436-41	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g334		GVMAG-M-3300009436-41
GVMAG-M-3300020595-13	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g334		GVMAG-M-3300020595-13
GVMAG-M-3300021378-36	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g334		GVMAG-M-3300021378-36
GVMAG-M-3300023210-14	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g334		GVMAG-M-3300023210-14
GVMAG-S-3300012919-65	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g334		GVMAG-S-3300012919-65
GVMAG-S-ERX555967-69	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g334		GVMAG-S-ERX555967-69
oPacV.421	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g334		oPacV.421
SRX802077.72.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g334		SRX802077.72.dc
SRX802143.8.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g334		SRX802143.8.dc
ERX552270.27.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		ERX552270.27.dc
ERX552288.95.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		ERX552288.95.dc
ERX552296.13.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		ERX552296.13.dc
ERX552296.3.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		ERX552296.3.dc
ERX555954.29.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		ERX555954.29.dc
ERX555967.26.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		ERX555967.26.dc
ERX556019.13.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		ERX556019.13.dc
ERX556032.62.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		ERX556032.62.dc
GVMAG-M-3300002242-2	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300002242-2
GVMAG-M-3300003404-4	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300003404-4
GVMAG-M-3300005662-30	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300005662-30
GVMAG-M-3300005662-68	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300005662-68
GVMAG-M-3300007522-55	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300007522-55
GVMAG-M-3300009068-11	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300009068-11
GVMAG-M-3300009068-24	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300009068-24
GVMAG-M-3300009151-31	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300009151-31
GVMAG-M-3300009155-19	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300009155-19
GVMAG-M-3300009155-26	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300009155-26
GVMAG-M-3300009155-48	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300009155-48
GVMAG-M-3300009161-9	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300009161-9
GVMAG-M-3300009164-20	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300009164-20
GVMAG-M-3300009164-3	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300009164-3
GVMAG-M-3300009164-69	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300009164-69
GVMAG-M-3300009172-8	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300009172-8
GVMAG-M-3300009180-1	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300009180-1
GVMAG-M-3300009182-2	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300009182-2
GVMAG-M-3300009182-48	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300009182-48
GVMAG-M-3300009184-32	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300009184-32
GVMAG-M-3300009185-54	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300009185-54
GVMAG-M-3300009187-29	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300009187-29
GVMAG-M-3300009436-33	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300009436-33
GVMAG-M-3300009441-23	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300009441-23
GVMAG-M-3300010157-4	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300010157-4
GVMAG-M-3300010158-13	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300010158-13
GVMAG-M-3300010158-36	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300010158-36
GVMAG-M-3300010158-63	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300010158-63
GVMAG-M-3300010368-24	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300010368-24
GVMAG-M-3300013093-22	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300013093-22
GVMAG-M-3300013093-49	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300013093-49
GVMAG-M-3300017724-7	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300017724-7
GVMAG-M-3300017950-2	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300017950-2
GVMAG-M-3300017956-3	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300017956-3
GVMAG-M-3300018049-14	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300018049-14
GVMAG-M-3300018426-17	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300018426-17
GVMAG-M-3300020182-22	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300020182-22
GVMAG-M-3300020182-84	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300020182-84
GVMAG-M-3300020187-94	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300020187-94
GVMAG-M-3300020194-16	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300020194-16
GVMAG-M-3300020726-3	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300020726-3
GVMAG-M-3300020810-20	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300020810-20
GVMAG-M-3300020810-3	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300020810-3
GVMAG-M-3300021340-15	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300021340-15
GVMAG-M-3300021375-17	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300021375-17
GVMAG-M-3300021389-22	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300021389-22
GVMAG-M-3300021958-43	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300021958-43
GVMAG-M-3300021960-2	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300021960-2
GVMAG-M-3300021961-46	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300021961-46
GVMAG-M-3300021962-24	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300021962-24
GVMAG-M-3300022752-80	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300022752-80
GVMAG-M-3300022752-82	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300022752-82
GVMAG-M-3300023173-22	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300023173-22
GVMAG-M-3300023174-100	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300023174-100
GVMAG-M-3300023174-111	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300023174-111
GVMAG-M-3300023174-124	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300023174-124
GVMAG-M-3300023174-134	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300023174-134
GVMAG-M-3300023174-138	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300023174-138
GVMAG-M-3300023174-188	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300023174-188
GVMAG-M-3300023174-193	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300023174-193
GVMAG-M-3300023174-2	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300023174-2
GVMAG-M-3300023174-203	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300023174-203
GVMAG-M-3300023174-24	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300023174-24
GVMAG-M-3300023174-3	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300023174-3
GVMAG-M-3300023174-49	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300023174-49
GVMAG-M-3300023174-92	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300023174-92
GVMAG-M-3300023175-3	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300023175-3
GVMAG-M-3300023179-152	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300023179-152
GVMAG-M-3300023179-166	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300023179-166
GVMAG-M-3300023179-34	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300023179-34
GVMAG-M-3300023179-59	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300023179-59
GVMAG-M-3300023179-90	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300023179-90
GVMAG-M-3300023184-105	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300023184-105
GVMAG-M-3300023184-115	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300023184-115
GVMAG-M-3300023184-120	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300023184-120
GVMAG-M-3300023184-155	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300023184-155
GVMAG-M-3300023184-16	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300023184-16
GVMAG-M-3300023184-168	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300023184-168
GVMAG-M-3300023184-182	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300023184-182
GVMAG-M-3300023184-188	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300023184-188
GVMAG-M-3300023184-190	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300023184-190
GVMAG-M-3300023184-68	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300023184-68
GVMAG-M-3300023184-81	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300023184-81
GVMAG-M-3300023210-19	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300023210-19
GVMAG-M-3300024185-6	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300024185-6
GVMAG-M-3300024258-28	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300024258-28
GVMAG-M-3300024261-25	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300024261-25
GVMAG-M-3300024261-26	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300024261-26
GVMAG-M-3300024261-61	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300024261-61
GVMAG-M-3300024261-8	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300024261-8
GVMAG-M-3300024299-4	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300024299-4
GVMAG-M-3300024311-5	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300024311-5
GVMAG-M-3300024314-16	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300024314-16
GVMAG-M-3300025617-32	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300025617-32
GVMAG-M-3300025699-48	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300025699-48
GVMAG-M-3300025880-30	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300025880-30
GVMAG-M-3300027708-20	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300027708-20
GVMAG-M-3300027708-30	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300027708-30
GVMAG-M-3300027708-5	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300027708-5
GVMAG-M-3300027732-33	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g335		GVMAG-M-3300027732-33
